id,region_key,organization_key,municipality_key,year,allocation_type,recipient_type,recipient_raw,nomos,amount_eur,source_file,source_ada,created_at,updated_at
2920,ΑΤΤΙΚΗΣ,,9212,2024,τακτική,δήμος,ΣΠΕΤΣΩΝ,ΑΤΤΙΚΗΣ,70000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2921,ΑΤΤΙΚΗΣ,,9213,2024,τακτική,δήμος,ΤΡΟΙΖΗΝΙΑΣ-ΜΕΘΑΝΩΝ,ΑΤΤΙΚΗΣ,64000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2922,ΑΤΤΙΚΗΣ,,9214,2024,τακτική,δήμος,ΥΔΡΑΣ,ΑΤΤΙΚΗΣ,47000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2923,ΑΤΤΙΚΗΣ,,9215,2024,τακτική,δήμος,ΑΧΑΡΝΩΝ,ΑΤΤΙΚΗΣ,175000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2924,ΑΤΤΙΚΗΣ,,9216,2024,τακτική,δήμος,ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΤΤΙΚΗΣ,105000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2925,ΑΤΤΙΚΗΣ,,9217,2024,τακτική,δήμος,ΔΙΟΝΥΣΟΥ,ΑΤΤΙΚΗΣ,269000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2926,ΑΤΤΙΚΗΣ,,9218,2024,τακτική,δήμος,ΚΡΩΠΙΑΣ,ΑΤΤΙΚΗΣ,210000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2927,ΑΤΤΙΚΗΣ,,9219,2024,τακτική,δήμος,ΛΑΥΡΕΩΤΙΚΗΣ,ΑΤΤΙΚΗΣ,210000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2928,ΑΤΤΙΚΗΣ,,9220,2024,τακτική,δήμος,ΜΑΡΑΘΩΝΟΣ,ΑΤΤΙΚΗΣ,199000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2929,ΑΤΤΙΚΗΣ,,9221,2024,τακτική,δήμος,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,ΑΤΤΙΚΗΣ,93000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2930,ΑΤΤΙΚΗΣ,,9222,2024,τακτική,δήμος,ΠΑΙΑΝΙΑΣ,ΑΤΤΙΚΗΣ,164000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2931,ΑΤΤΙΚΗΣ,,9223,2024,τακτική,δήμος,ΠΑΛΛΗΝΗΣ,ΑΤΤΙΚΗΣ,82000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2932,ΑΤΤΙΚΗΣ,,9224,2024,τακτική,δήμος,ΡΑΦΗΝΑΣ-ΠΙΚΕΡΜΙΟΥ,ΑΤΤΙΚΗΣ,210000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2933,ΑΤΤΙΚΗΣ,,9225,2024,τακτική,δήμος,ΣΑΡΩΝΙΚΟΥ,ΑΤΤΙΚΗΣ,210000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2934,ΑΤΤΙΚΗΣ,,9226,2024,τακτική,δήμος,ΣΠΑΤΩΝ-ΑΡΤΕΜΙΔΟΣ,ΑΤΤΙΚΗΣ,93000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2935,ΑΤΤΙΚΗΣ,,9227,2024,τακτική,δήμος,ΩΡΩΠΟΥ,ΑΤΤΙΚΗΣ,327000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2936,ΑΤΤΙΚΗΣ,,9228,2024,τακτική,δήμος,ΑΣΠΡΟΠΥΡΓΟΥ,ΑΤΤΙΚΗΣ,82000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2937,ΑΤΤΙΚΗΣ,,9229,2024,τακτική,δήμος,ΕΛΕΥΣΙΝΑΣ,ΑΤΤΙΚΗΣ,140000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2938,ΑΤΤΙΚΗΣ,,9230,2024,τακτική,δήμος,ΜΑΝΔΡΑΣ-ΕΙΔΥΛΛΙΑΣ,ΑΤΤΙΚΗΣ,222000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2939,ΑΤΤΙΚΗΣ,,9231,2024,τακτική,δήμος,ΜΕΓΑΡΕΩΝ,ΑΤΤΙΚΗΣ,164000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2940,ΑΤΤΙΚΗΣ,,9232,2024,τακτική,δήμος,ΦΥΛΗΣ,ΑΤΤΙΚΗΣ,210000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2941,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9233,2024,τακτική,δήμος,ΑΡΓΟΥΣ-ΜΥΚΗΝΩΝ,ΑΡΓΟΛΙΔΑΣ,175000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2942,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9234,2024,τακτική,δήμος,ΕΠΙΔΑΥΡΟΥ,ΑΡΓΟΛΙΔΑΣ,175000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2943,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9235,2024,τακτική,δήμος,ΕΡΜΙΟΝΙΔΑΣ,ΑΡΓΟΛΙΔΑΣ,93000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2944,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9236,2024,τακτική,δήμος,ΝΑΥΠΛΙΕΩΝ,ΑΡΓΟΛΙΔΑΣ,93000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2945,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9237,2024,τακτική,δήμος,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,47000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2946,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9238,2024,τακτική,δήμος,ΓΟΡΤΥΝΙΑΣ,ΑΡΚΑΔΙΑΣ,129000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2947,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9239,2024,τακτική,δήμος,ΜΕΓΑΛΟΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,82000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2948,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9240,2024,τακτική,δήμος,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,64000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2949,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9241,2024,τακτική,δήμος,ΤΡΙΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,175000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2950,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9242,2024,τακτική,δήμος,ΒΕΛΟΥ-ΒΟΧΑΣ,ΚΟΡΙΝΘΙΑΣ,47000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2951,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9243,2024,τακτική,δήμος,ΚΟΡΙΝΘΙΩΝ,ΚΟΡΙΝΘΙΑΣ,234000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2952,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9244,2024,τακτική,δήμος,ΛΟΥΤΡΑΚΙΟΥ-ΠΕΡΑΧΩΡΑΣ-ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,ΚΟΡΙΝΘΙΑΣ,179000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2953,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9245,2024,τακτική,δήμος,ΝΕΜΕΑΣ,ΚΟΡΙΝΘΙΑΣ,35000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2954,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9246,2024,τακτική,δήμος,ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,ΚΟΡΙΝΘΙΑΣ,58000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2955,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9247,2024,τακτική,δήμος,ΣΙΚΥΩΝΙΩΝ,ΚΟΡΙΝΘΙΑΣ,93000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2956,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9248,2024,τακτική,δήμος,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,ΛΑΚΩΝΙΑΣ,76000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2957,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9249,2024,τακτική,δήμος,ΕΛΑΦΟΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,18000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2958,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9250,2024,τακτική,δήμος,ΕΥΡΩΤΑ,ΛΑΚΩΝΙΑΣ,106000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2959,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9251,2024,τακτική,δήμος,ΜΟΝΕΜΒΑΣΙΑΣ,ΛΑΚΩΝΙΑΣ,105000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2960,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9252,2024,τακτική,δήμος,ΣΠΑΡΤΗΣ,ΛΑΚΩΝΙΑΣ,234000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2961,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9253,2024,τακτική,δήμος,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΜΕΣΣΗΝΙΑΣ,50000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2962,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9254,2024,τακτική,δήμος,ΚΑΛΑΜΑΤΑΣ,ΜΕΣΣΗΝΙΑΣ,86000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2963,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9255,2024,τακτική,δήμος,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΙΑΣ,140000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2964,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9256,2024,τακτική,δήμος,ΟΙΧΑΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,83000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2965,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9257,2024,τακτική,δήμος,ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,ΜΕΣΣΗΝΙΑΣ,116000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2966,ΠΕΛΟΠΟΝΝΗΣΟΥ,,9258,2024,τακτική,δήμος,ΤΡΙΦΥΛΙΑΣ,ΜΕΣΣΗΝΙΑΣ,93000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2967,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9259,2024,τακτική,δήμος,ΙΚΑΡΙΑΣ,ΣΑΜΟΥ,96000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2968,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9260,2024,τακτική,δήμος,ΦΟΥΡΝΩΝ ΚΟΡΣΕΩΝ,ΣΑΜΟΥ,21000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2969,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9261,2024,τακτική,δήμος,ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,292000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2970,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9261,2024,τακτική,δήμος,ΜΥΤΙΛΗΝΗΣ,ΛΕΣΒΟΥ,292000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2971,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9262,2024,τακτική,δήμος,ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ,ΛΕΣΒΟΥ,23000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2972,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9263,2024,τακτική,δήμος,ΛΗΜΝΟΥ,ΛΕΣΒΟΥ,83000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2973,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9264,2024,τακτική,δήμος,ΑΝΑΤΟΛΙΚΗΣ ΣΑΜΟΥ,ΣΑΜΟΥ,187000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2974,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9264,2024,τακτική,δήμος,ΔΥΤΙΚΗΣ ΣΑΜΟΥ,ΣΑΜΟΥ,187000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2975,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9265,2024,τακτική,δήμος,ΟΙΝΟΥΣΣΩΝ,ΧΙΟΥ,18000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2976,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9266,2024,τακτική,δήμος,ΧΙΟΥ,ΧΙΟΥ,222000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2977,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,9267,2024,τακτική,δήμος,ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΨΑΡΩΝ,ΧΙΟΥ,18000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2978,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9268,2024,τακτική,δήμος,ΑΝΔΡΟΥ,ΚΥΚΛΑΔΩΝ,60000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2979,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9269,2024,τακτική,δήμος,ΑΝΑΦΗΣ,ΚΥΚΛΑΔΩΝ,12000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2980,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9270,2024,τακτική,δήμος,ΘΗΡΑΣ,ΚΥΚΛΑΔΩΝ,36000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2981,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9271,2024,τακτική,δήμος,ΙΗΤΩΝ,ΚΥΚΛΑΔΩΝ,15000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2982,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9272,2024,τακτική,δήμος,ΣΙΚΙΝΟΥ,ΚΥΚΛΑΔΩΝ,9000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2983,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9273,2024,τακτική,δήμος,ΦΟΛΕΓΑΝΔΡΟΥ,ΚΥΚΛΑΔΩΝ,11000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2984,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9274,2024,τακτική,δήμος,ΑΓΑΘΟΝΗΣΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,23000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2985,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9275,2024,τακτική,δήμος,ΑΣΤΥΠΑΛΑΙΑΣ,ΔΩΔΕΚΑΝΗΣΟΥ,29000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2986,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9276,2024,τακτική,δήμος,ΚΑΛΥΜΝΙΩΝ,ΔΩΔΕΚΑΝΗΣΟΥ,35000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2987,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9277,2024,τακτική,δήμος,ΛΕΙΨΩΝ,ΔΩΔΕΚΑΝΗΣΟΥ,23000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2988,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9278,2024,τακτική,δήμος,ΛΕΡΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,35000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2989,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9279,2024,τακτική,δήμος,ΠΑΤΜΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,29000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2990,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9280,2024,τακτική,δήμος,ΚΑΡΠΑΘΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,70000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2991,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,9281,2024,τακτική,δήμος,ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΚΑΣΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,29000.00,εγκυκλιος-υπ.-εσωτερικών_2024.pdf,6ΚΞΗ46ΜΤΛ6-ΩΤΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
