id,region_key,organization_key,municipality_key,year,allocation_type,recipient_type,recipient_raw,nomos,amount_eur,source_file,source_ada,created_at,updated_at
1,,org_f5dcc01e8b1e9096b75c,,2016,τακτική,σύνδεσμος,ΑΝΑΠΤΥΞΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΔΥΤΙΚΗΣ ΑΘΗΝΑΣ (ΑΣΔΑ),ΑΘΗΝΩΝ,250000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
2,,org_4e5878340eeacee52cb2,,2016,τακτική,σύνδεσμος,ΑΝΑΠΤΥΞΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,150000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
3,,org_7877f6ea11565a0f807f,,2016,τακτική,σύνδεσμος,ΑΝΑΠΤΥΞΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΤΡΟΙΖΗΝΑΣ,ΠΕΙΡΑΙΩΣ,40000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
4,,org_5cb2a10ee6ca5691e7fb,,2016,τακτική,σύνδεσμος,ΠΕΡΙΒΑΛΛΟΝΤΙΚΟΣ ΣΥΝΔΕΣΜΟΣ ΔΗΜΩΝ ΑΘΗΝΑΣ - ΠΕΙΡΑΙΑ (ΠΕΣΥΔΑΠ),ΑΘΗΝΩΝ,175000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
5,,org_287ebee5d6e5e055a518,,2016,τακτική,σύνδεσμος,ΣΥΝΔΕΣΜΟΣ ΔΗΜΩΝ & ΚΟΙΝΟΤΗΤΩΝ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΑΝΑΠΛΑΣΗΣ ΤΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΤΗΣ ΠΕΡΙΟΧΗΣ ΤΟΥ ΠΕΝΤΕΛΙΚΟΥ ΑΤΤΙΚΗΣ (ΣΠΑΠ),ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,300000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
6,,org_ffefd3e4799ef6ddbe5a,,2016,τακτική,σύνδεσμος,ΣΥΝΔΕΣΜΟΣ ΔΗΜΩΝ ΚΑΙ ΚΟΙΝΟΤΗΤΩΝ ΓΙΑ ΤΗΝ ΠΡΟΣΤΑΣΙΑ ΚΑΙ ΑΝΑΠΤΥΞΗ ΤΗΣ ΠΑΡΝΗΘΑΣ (ΣΥΝΠΑ),ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,280000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
7,,,,2016,τακτική,σύνδεσμος,ΣΥΝΔΕΣΜΟΣ ΟΤΑ ΔΗΜΩΝ ΒΑΘΕΩΣ ΠΥΘΑΓΟΡΕΙΟΥ,ΣΑΜΟΥ,15000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
8,,org_2b83794cca39d51971af,,2016,τακτική,σύνδεσμος,ΣΥΝΔΕΣΜΟΣ ΠΡΟΣΤΑΣΙΑΣ & ΑΝΑΠΤΥΞΗΣ ΥΜΗΤΤΟΥ (ΣΠΑΥ),ΑΘΗΝΩΝ,300000.00,apof12471-130516.pdf,6ΜΔΕ465ΦΘΕ-ΝΩΡ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
9,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9001,2016,τακτική,δήμος,Δ. ΔΟΞΑΤΟΥ,ΔΡΑΜΑΣ,28600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
10,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9002,2016,τακτική,δήμος,Δ. ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,48000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
11,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9003,2016,τακτική,δήμος,Δ. ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,ΔΡΑΜΑΣ,26400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
12,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9004,2016,τακτική,δήμος,Δ. ΠΑΡΑΝΕΣΤΙΟΥ,ΔΡΑΜΑΣ,37800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
13,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9005,2016,τακτική,δήμος,Δ. ΠΡΟΣΟΤΣΑΝΗΣ,ΔΡΑΜΑΣ,31000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
14,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9006,2016,τακτική,δήμος,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΕΒΡΟΥ,64000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
15,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9007,2016,τακτική,δήμος,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,ΕΒΡΟΥ,39000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
16,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9008,2016,τακτική,δήμος,Δ. ΟΡΕΣΤΙΑΔΑΣ,ΕΒΡΟΥ,61000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
17,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9009,2016,τακτική,δήμος,Δ. ΣΑΜΟΘΡΑΚΗΣ,ΕΒΡΟΥ,28000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
18,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9010,2016,τακτική,δήμος,Δ. ΣΟΥΦΛΙΟΥ,ΕΒΡΟΥ,76600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
19,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9011,2016,τακτική,δήμος,Δ. ΘΑΣΟΥ,ΚΑΒΑΛΑΣ,49000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
20,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9012,2016,τακτική,δήμος,Δ. ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,42900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
21,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9013,2016,τακτική,δήμος,Δ. ΝΕΣΤΟΥ,ΚΑΒΑΛΑΣ,38900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
22,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9014,2016,τακτική,δήμος,Δ. ΠΑΓΓΑΙΟΥ,ΚΑΒΑΛΑΣ,57000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
23,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9015,2016,τακτική,δήμος,Δ. ΑΒΔΗΡΩΝ,ΞΑΝΘΗΣ,25400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
24,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9016,2016,τακτική,δήμος,Δ. ΜΥΚΗΣ,ΞΑΝΘΗΣ,36500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
25,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9017,2016,τακτική,δήμος,Δ. ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,39600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
26,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9018,2016,τακτική,δήμος,Δ. ΤΟΠΕΙΡΟΥ,ΞΑΝΘΗΣ,16500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
27,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9019,2016,τακτική,δήμος,Δ. ΑΡΡΙΑΝΩΝ,ΡΟΔΟΠΗΣ,50000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
28,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9020,2016,τακτική,δήμος,Δ. ΙΑΣΜΟΥ,ΡΟΔΟΠΗΣ,30400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
29,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9021,2016,τακτική,δήμος,Δ. ΚΟΜΟΤΗΝΗΣ,ΡΟΔΟΠΗΣ,45000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
30,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,9022,2016,τακτική,δήμος,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΡΟΔΟΠΗΣ,23600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
31,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9023,2016,τακτική,δήμος,Δ. ΑΛΕΞΑΝΔΡΕΙΑΣ,ΗΜΑΘΙΑΣ,30600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
32,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9024,2016,τακτική,δήμος,Δ. ΒΕΡΟΙΑΣ,ΗΜΑΘΙΑΣ,68000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
33,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9025,2016,τακτική,δήμος,Δ. ΝΑΟΥΣΑΣ,ΗΜΑΘΙΑΣ,35800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
34,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9026,2016,τακτική,δήμος,Δ. ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,18000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
35,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9027,2016,τακτική,δήμος,Δ. ΒΟΛΒΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,73000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
36,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9028,2016,τακτική,δήμος,Δ. ΔΕΛΤΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,35500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
37,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9029,2016,τακτική,δήμος,Δ. ΘΕΡΜΑΪΚΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,30600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
38,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9030,2016,τακτική,δήμος,Δ. ΘΕΡΜΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,43500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
39,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9031,2016,τακτική,δήμος,Δ. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,70600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
40,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9032,2016,τακτική,δήμος,Δ. ΚΑΛΑΜΑΡΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,13000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
41,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9033,2016,τακτική,δήμος,Δ. ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,16600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
42,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9034,2016,τακτική,δήμος,Δ. ΛΑΓΚΑΔΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,96000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
43,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9035,2016,τακτική,δήμος,Δ. ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,57800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
44,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9036,2016,τακτική,δήμος,Δ. ΠΑΥΛΟΥ ΜΕΛΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,33700.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
45,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9037,2016,τακτική,δήμος,Δ. ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ,39800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
46,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9038,2016,τακτική,δήμος,Δ. ΧΑΛΚΗΔΟΝΟΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,42900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
47,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9039,2016,τακτική,δήμος,Δ. ΩΡΑΙΟΚΑΣΤΡΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,39700.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
48,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9040,2016,τακτική,δήμος,Δ. ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,118000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
49,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9041,2016,τακτική,δήμος,Δ. ΠΑΙΟΝΙΑΣ,ΚΙΛΚΙΣ,61600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
50,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9042,2016,τακτική,δήμος,Δ. ΑΛΜΩΠΙΑΣ,ΠΕΛΛΗΣ,44400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
51,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9043,2016,τακτική,δήμος,Δ. ΕΔΕΣΣΑΣ,ΠΕΛΛΗΣ,38000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
52,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9044,2016,τακτική,δήμος,Δ. ΠΕΛΛΑΣ,ΠΕΛΛΗΣ,56000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
53,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9045,2016,τακτική,δήμος,Δ. ΣΚΥΔΡΑΣ,ΠΕΛΛΗΣ,24000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
54,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9046,2016,τακτική,δήμος,Δ. ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΠΙΕΡΙΑΣ,79000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
55,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9047,2016,τακτική,δήμος,Δ. ΚΑΤΕΡΙΝΗΣ,ΠΙΕΡΙΑΣ,84000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
56,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9048,2016,τακτική,δήμος,Δ. ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΙΕΡΙΑΣ,44900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
57,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9049,2016,τακτική,δήμος,Δ. ΑΜΦΙΠΟΛΗΣ,ΣΕΡΡΩΝ,23700.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
58,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9050,2016,τακτική,δήμος,Δ. ΒΙΣΑΛΤΙΑΣ,ΣΕΡΡΩΝ,27600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
59,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9051,2016,τακτική,δήμος,Δ. ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,ΣΕΡΡΩΝ,11400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
60,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9052,2016,τακτική,δήμος,Δ. ΗΡΑΚΛΕΙΑΣ,ΣΕΡΡΩΝ,22900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
61,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9053,2016,τακτική,δήμος,Δ. ΝΕΑΣ ΖΙΧΝΗΣ,ΣΕΡΡΩΝ,18000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
62,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9054,2016,τακτική,δήμος,Δ. ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,41000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
63,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9055,2016,τακτική,δήμος,Δ. ΣΙΝΤΙΚΗΣ,ΣΕΡΡΩΝ,52000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
64,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9056,2016,τακτική,δήμος,Δ. ΑΡΙΣΤΟΤΕΛΗ,ΧΑΛΚΙΔΙΚΗΣ,84000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
65,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9057,2016,τακτική,δήμος,Δ. ΚΑΣΣΑΝΔΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ,49000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
66,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9058,2016,τακτική,δήμος,Δ. ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,ΧΑΛΚΙΔΙΚΗΣ,55800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
67,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9059,2016,τακτική,δήμος,Δ. ΠΟΛΥΓΥΡΟΥ,ΧΑΛΚΙΔΙΚΗΣ,90600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
